real_sentence,target_word,mean_accuracy,mean_confidence.,mean_num_words_revealed,target_word_position,mean_rt_before_guess,real_passage,jabber_passage,unmasked_ff_entropy,baseline_entropy,baseline_entropy.1,greedy_words,greedy_indices,greedy_entropy,greedy_ig,most_masked_n,most_masked_words,most_masked_indices,some_masked_n,some_masked_words,some_masked_indices
"The vibrant colors of the sunset painted the sky in a breathtaking display. Birds flew high above, their wings catching the last rays of light.",display,0.22749951,2.25,5.166666667,12,32475.66667,"The vibrant colors of the sunset painted the sky in a breathtaking display. Birds flew high above, their wings catching the last rays of light.","The thoun sproses of the splaff dwoged the blegg in a boathe shrett. Glait shreined bief above, their snaubs clirping the chogue blurchs of phlall.",1.4832243,6.595946,6.595946,"[""Birds"", ""high"", ""last"", ""catching"", ""wings"", ""light."", ""rays"", ""colors"", ""flew"", ""sunset"", ""vibrant"", ""painted"", ""sky"", ""breathtaking""]","[13, 15, 21, 19, 18, 24, 22, 2, 14, 5, 1, 6, 8, 11]","[1.475444, 0.77819, 0.64472, 0.634816, 0.652873, 0.78681, 0.755336, 0.982445, 0.852478, 0.709715, 0.650479, 0.64845, 0.79476, 4.42121]","[5.120501, 0.697255, 0.13347, 0.009904, -0.018057, -0.133937, 0.031474, -0.227109, 0.129967, 0.142763, 0.059236, 0.002028, -0.14631, -3.62645]",3,"[""Birds"", ""high"", ""last""]","[13, 15, 21]",6,"[""Birds"", ""high"", ""last"", ""catching"", ""wings"", ""light.""]","[13, 15, 21, 19, 18, 24]"
"The weathered oak tree stood sentinel over the quiet cul-de-sac, its branches heavy with ripe peaches. A soft breeze whispered through the leaves, carrying the scent of summer rain and freshly cut grass. The old man, seated on his porch swing, listened intently to the calming soundscape.",breeze,0.521495837,2.796610169,9.237288136,18,24767.49153,"The weathered oak tree stood sentinel over the quiet cul-de-sac, its branches heavy with ripe peaches. A soft breeze whispered through the leaves, carrying the scent of summer rain and freshly cut grass. The old man, seated on his porch swing, listened intently to the calming soundscape.","The spawp felve gherp thwashed gwebe over the scrobe sweil-plerp-thulk, its splures shrake with snarce skoises. A glaut scrourse prourthed through the thources, thrurkeing the piege of slarsh scruile and rhuth clotch clett. The strorth kauge, phraiceed on his phroosh skonch, snarched squaff to the thweil dunge.",1.2806053,6.93877,6.93877,"[""scent"", ""peaches."", ""summer"", ""weathered"", ""soundscape."", ""calming"", ""cul-de-sac,"", ""tree"", ""oak"", ""whispered"", ""heavy"", ""stood"", ""freshly"", ""cut"", ""carrying"", ""quiet"", ""sentinel"", ""ripe"", ""old"", ""branches"", ""soft"", ""grass."", ""swing,"", ""seated"", ""leaves,"", ""porch"", ""listened"", ""man,"", ""intently"", ""rain""]","[25, 15, 27, 1, 46, 45, 9, 3, 2, 19, 12, 4, 30, 31, 23, 8, 5, 14, 34, 11, 17, 32, 40, 36, 22, 39, 41, 35, 42, 28]","[3.885992, 1.00479, 0.420313, 0.291837, 0.236446, 0.204324, 0.181638, 0.154954, 0.137457, 0.120844, 0.116191, 0.110487, 0.104035, 0.10226, 0.099512, 0.099621, 0.097891, 0.099414, 0.110702, 0.125969, 0.140219, 0.134225, 0.123864, 0.118583, 0.118867, 0.121839, 0.133864, 0.132445, 0.130084, 0.170266]","[3.052778, 2.881202, 0.584477, 0.128476, 0.055391, 0.032122, 0.022686, 0.026684, 0.017497, 0.016613, 0.004653, 0.005704, 0.006452, 0.001775, 0.002749, -0.000109, 0.00173, -0.001523, -0.011288, -0.015267, -0.014249, 0.005993, 0.010361, 0.005281, -0.000284, -0.002972, -0.012025, 0.001419, 0.002361, -0.040182]",6,"[""scent"", ""peaches."", ""summer"", ""weathered"", ""soundscape."", ""calming""]","[25, 15, 27, 1, 46, 45]",12,"[""scent"", ""peaches."", ""summer"", ""weathered"", ""soundscape."", ""calming"", ""cul-de-sac,"", ""tree"", ""oak"", ""whispered"", ""heavy"", ""stood""]","[25, 15, 27, 1, 46, 45, 9, 3, 2, 19, 12, 4]"
"The weathered oak tree stood sentinel over the sprawling backyard, its gnarled branches reaching towards the twilight sky. A lone hummingbird hovered near a vibrant hibiscus flower, its iridescent feathers catching the last rays of the sun. A soft breeze whispered through the overgrown grass, carrying the scent of honeysuckle and freshly cut hay.",breeze,0.412422489,2.389830508,9.389830508,39,28227.10169,"The weathered oak tree stood sentinel over the sprawling backyard, its gnarled branches reaching towards the twilight sky. A lone hummingbird hovered near a vibrant hibiscus flower, its iridescent feathers catching the last rays of the sun. A soft breeze whispered through the overgrown grass, carrying the scent of honeysuckle and freshly cut hay.","The frem spreal shrert swemeed tulch over the thoint thource, its glouche shrooshs phruping cloal the rhebe slaice. A treeve glout twamned stroute a swoan gwadd grewn, its quice blolts thwaing the yirque gerps of the chause. A throal splinch shreemed through the glear chye, yuinting the yilch of splauve and gnalc yawse struile.",0.8872897,7.570887,7.570887,"[""whispered"", ""scent"", ""grass,"", ""sun."", ""weathered"", ""soft"", ""lone"", ""sprawling"", ""freshly"", ""near"", ""catching"", ""sentinel"", ""stood"", ""backyard,"", ""oak"", ""cut"", ""carrying"", ""reaching"", ""last"", ""tree"", ""honeysuckle"", ""rays"", ""sky."", ""twilight"", ""towards"", ""hovered"", ""vibrant"", ""branches"", ""iridescent"", ""overgrown"", ""gnarled"", ""hibiscus"", ""flower,"", ""feathers"", ""hay."", ""hummingbird""]","[40, 47, 44, 36, 1, 38, 19, 8, 51, 22, 30, 5, 4, 9, 2, 52, 45, 13, 32, 3, 49, 33, 17, 16, 14, 21, 24, 12, 28, 43, 11, 25, 26, 29, 53, 20]","[4.289513, 2.792011, 1.195437, 0.560649, 0.324898, 0.202557, 0.153571, 0.126953, 0.111389, 0.097159, 0.083683, 0.077343, 0.07158, 0.067532, 0.064483, 0.062781, 0.06281, 0.062763, 0.063022, 0.063526, 0.062329, 0.063857, 0.06496, 0.065798, 0.066701, 0.068804, 0.069713, 0.072846, 0.07777, 0.083798, 0.088155, 0.091209, 0.089488, 0.091436, 0.098569, 0.114492]","[3.281374, 1.497502, 1.596574, 0.634787, 0.235751, 0.122341, 0.048985, 0.026618, 0.015565, 0.01423, 0.013475, 0.006341, 0.005763, 0.004048, 0.003049, 0.001702, -2.9e-05, 4.7e-05, -0.00026, -0.000504, 0.001197, -0.001527, -0.001104, -0.000838, -0.000903, -0.002103, -0.000908, -0.003133, -0.004924, -0.006028, -0.004357, -0.003054, 0.001722, -0.001948, -0.007133, -0.015923]",7,"[""whispered"", ""scent"", ""grass,"", ""sun."", ""weathered"", ""soft"", ""lone""]","[40, 47, 44, 36, 1, 38, 19]",14,"[""whispered"", ""scent"", ""grass,"", ""sun."", ""weathered"", ""soft"", ""lone"", ""sprawling"", ""freshly"", ""near"", ""catching"", ""sentinel"", ""stood"", ""backyard,""]","[40, 47, 44, 36, 1, 38, 19, 8, 51, 22, 30, 5, 4, 9]"
"The weathered oak tree's gnarled branches swayed gently in the evening breeze, casting long shadows across the worn wooden porch. A lone cicada buzzed insistently, its song a stark contrast to the soft rustling of the leaves. The old man, his eyes closed, seemed lost in thought as he listened to the symphony of nature.",breeze,0.548718435,2.4,8.333333333,11,33289.08333,"The weathered oak tree's gnarled branches swayed gently in the evening breeze, casting long shadows across the worn wooden porch. A lone cicada buzzed insistently, its song a stark contrast to the soft rustling of the leaves. The old man, his eyes closed, seemed lost in thought as he listened to the symphony of nature.","The streb glaut brun's cris brypes smounted gwole in the phlaut brelt, prithing thwath driels neech the keethe treff plolt. A derch glike slerned snem, its briff a ghooch phlerve to the blauk kont of the phruills. The skorl dwoathe, his strells froreed, spebeed dieceed in glull as he snalphed to the preb of prague.",0.14372054,5.388037,5.388037,"[""evening"", ""insistently,"", ""closed,"", ""worn"", ""leaves."", ""casting"", ""tree's"", ""song"", ""across"", ""cicada"", ""nature."", ""lone"", ""oak"", ""listened"", ""symphony"", ""lost"", ""man,"", ""old"", ""contrast"", ""soft"", ""rustling"", ""seemed"", ""shadows"", ""long"", ""stark"", ""thought"", ""buzzed"", ""eyes"", ""gently"", ""porch."", ""wooden"", ""weathered"", ""gnarled"", ""swayed"", ""branches""]","[10, 24, 42, 17, 36, 12, 3, 26, 15, 22, 54, 21, 2, 49, 52, 44, 39, 38, 29, 32, 33, 43, 14, 13, 28, 46, 23, 41, 7, 19, 18, 1, 4, 6, 5]","[4.415353, 3.311851, 2.918019, 2.366165, 1.882136, 1.418114, 0.656639, 0.47781, 0.315138, 0.262158, 0.215276, 0.184987, 0.169173, 0.156055, 0.151307, 0.146283, 0.138723, 0.121691, 0.126184, 0.135996, 0.149027, 0.158773, 0.163337, 0.139886, 0.141695, 0.144017, 0.145526, 0.152496, 0.183019, 0.215089, 0.206966, 0.291036, 0.472943, 0.599984, 0.618767]","[0.972683, 1.103503, 0.393831, 0.551855, 0.484028, 0.464022, 0.761475, 0.178829, 0.162672, 0.052981, 0.046882, 0.030289, 0.015813, 0.013119, 0.004748, 0.005024, 0.00756, 0.017031, -0.004492, -0.009812, -0.013031, -0.009746, -0.004564, 0.023451, -0.001809, -0.002322, -0.001509, -0.006971, -0.030523, -0.03207, 0.008123, -0.084071, -0.181907, -0.127041, -0.018783]",7,"[""evening"", ""insistently,"", ""closed,"", ""worn"", ""leaves."", ""casting"", ""tree's""]","[10, 24, 42, 17, 36, 12, 3]",14,"[""evening"", ""insistently,"", ""closed,"", ""worn"", ""leaves."", ""casting"", ""tree's"", ""song"", ""across"", ""cicada"", ""nature."", ""lone"", ""oak"", ""listened""]","[10, 24, 42, 17, 36, 12, 3, 26, 15, 22, 54, 21, 2, 49]"
"The wind howled through the tall grass, creating a spooky atmosphere. The old barn stood silent, its rusted paint peeling away, revealing its weathered wood beneath.",barn,0.322528327,2.355932203,8.186440678,13,36908.64407,"The wind howled through the tall grass, creating a spooky atmosphere. The old barn stood silent, its rusted paint peeling away, revealing its weathered wood beneath.","The gwuit phurked through the flern cris, ghautching a pholve phirque. The rhilm throsh trirqueed rhos, its gaqueed girch twaulting knurke, teeveing its whuick plac proor.",3.2206562,6.516864,6.516864,"[""grass,"", ""away,"", ""wood"", ""stood"", ""paint"", ""old"", ""spooky"", ""weathered"", ""silent,"", ""wind"", ""atmosphere."", ""howled"", ""tall"", ""creating"", ""rusted"", ""beneath."", ""peeling"", ""revealing""]","[6, 20, 24, 14, 18, 12, 9, 23, 15, 1, 10, 2, 5, 7, 17, 25, 19, 21]","[5.939136, 4.906487, 4.965017, 5.122206, 4.157308, 2.990978, 2.644619, 2.457339, 2.258751, 2.230238, 2.185678, 2.171853, 2.172096, 2.174207, 2.218737, 2.245685, 2.384778, 2.57765]","[0.577729, 1.032649, -0.058531, -0.157189, 0.964899, 1.166329, 0.346359, 0.18728, 0.198587, 0.028513, 0.04456, 0.013825, -0.000243, -0.002111, -0.04453, -0.026948, -0.139093, -0.192871]",4,"[""grass,"", ""away,"", ""wood"", ""stood""]","[6, 20, 24, 14]",7,"[""grass,"", ""away,"", ""wood"", ""stood"", ""paint"", ""old"", ""spooky""]","[6, 20, 24, 14, 18, 12, 9]"
"The wind whipped through the dry, brown grass of the abandoned farm, sending shivers down my spine as it rustled the tattered remnants of a faded welcome sign that read Welcome to Willow Creek. The old, weather-beaten barn stood stoic, its once vibrant red paint now chipped and flaking, revealing the grain of its aged timber underneath.",barn,0.313736752,2.327586207,12.4137931,37,44935.43103,"The wind whipped through the dry, brown grass of the abandoned farm, sending shivers down my spine as it rustled the tattered remnants of a faded welcome sign that read Welcome to Willow Creek. The old, weather-beaten barn stood stoic, its once vibrant red paint now chipped and flaking, revealing the grain of its aged timber underneath.","The shrorge thwunked through the frowse, ghight scrong of the claleed crilt, shrithing plaiths down my gwulp as it smaucheed the thwont hebes of a drobe thilth strilm that flurge Thilth to Bonge Scranc. The thrart, splault-doque splurk shrowed splif, its once phurk scarsh skute now nawked and gneiking, trerveing the troise of its dwem shurb thruch.",3.675704,5.847493,5.847493,"[""stood"", ""Willow"", ""remnants"", ""sending"", ""shivers"", ""faded"", ""spine"", ""farm,"", ""abandoned"", ""grain"", ""welcome"", ""brown"", ""dry,"", ""tattered"", ""grass"", ""whipped"", ""wind"", ""timber"", ""underneath."", ""aged"", ""chipped"", ""paint"", ""sign"", ""vibrant"", ""red"", ""flaking,"", ""revealing"", ""rustled"", ""weather-beaten"", ""old,"", ""Creek."", ""Welcome"", ""stoic,"", ""read""]","[38, 32, 22, 12, 13, 25, 16, 11, 10, 51, 26, 6, 5, 21, 7, 2, 1, 55, 56, 54, 46, 44, 27, 42, 43, 48, 49, 19, 36, 35, 33, 30, 39, 29]","[2.370606, 1.667816, 1.381524, 1.349719, 1.344531, 1.330074, 1.330885, 1.399909, 1.322659, 1.371871, 1.44236, 1.53667, 1.575985, 1.629414, 1.727575, 1.833102, 1.849102, 2.006646, 2.085528, 2.308729, 2.443902, 2.132915, 1.971344, 1.920024, 1.929297, 2.005611, 2.394199, 2.863883, 3.158873, 2.864828, 2.63588, 2.522578, 2.504763, 2.492555]","[3.476887, 0.70279, 0.286292, 0.031805, 0.005188, 0.014457, -0.000811, -0.069024, 0.07725, -0.049212, -0.070489, -0.094309, -0.039315, -0.053429, -0.098161, -0.105527, -0.016, -0.157544, -0.078882, -0.223201, -0.135173, 0.310987, 0.16157, 0.051321, -0.009273, -0.076315, -0.388588, -0.469684, -0.29499, 0.294046, 0.228948, 0.113302, 0.017815, 0.012208]",7,"[""stood"", ""Willow"", ""remnants"", ""sending"", ""shivers"", ""faded"", ""spine""]","[38, 32, 22, 12, 13, 25, 16]",14,"[""stood"", ""Willow"", ""remnants"", ""sending"", ""shivers"", ""faded"", ""spine"", ""farm,"", ""abandoned"", ""grain"", ""welcome"", ""brown"", ""dry,"", ""tattered""]","[38, 32, 22, 12, 13, 25, 16, 11, 10, 51, 26, 6, 5, 21]"
"The wind whistled through the leaves, causing a loud noise that made the glass shiver. A thick layer of fog had blanketed the landscape.",fog,0.46247273,2.423728814,5.016949153,19,28351.59322,"The wind whistled through the leaves, causing a loud noise that made the glass shiver. A thick layer of fog had blanketed the landscape.","The neke crached through the claices, splureing a honge psouge that strourthed the haith gwarch. A psooch dweb of glonk had claleed the hebe.",1.9457941,6.197001,6.197001,"[""blanketed"", ""thick"", ""landscape."", ""shiver."", ""whistled"", ""layer"", ""wind"", ""loud"", ""made"", ""causing"", ""leaves,"", ""noise"", ""glass""]","[21, 16, 23, 14, 2, 17, 1, 8, 11, 6, 5, 9, 13]","[5.015032, 3.668495, 2.924268, 2.47847, 2.274685, 2.108729, 1.743283, 1.636521, 1.58765, 1.554697, 1.531273, 1.525992, 1.703205]","[1.181969, 1.346537, 0.744227, 0.445799, 0.203785, 0.165956, 0.365446, 0.106762, 0.048871, 0.032953, 0.023424, 0.005281, -0.177214]",3,"[""blanketed"", ""thick"", ""landscape.""]","[21, 16, 23]",5,"[""blanketed"", ""thick"", ""landscape."", ""shiver."", ""whistled""]","[21, 16, 23, 14, 2]"
"The worn-out lady stared into space, her features creased by time’s relentless march to its end; she simply remained seated within the park’s grassy expanse, her eyes focused intently upon the faraway horizon line, motionless as could be.",horizon,0.370829581,2.0,10.52542373,32,48071.0678,"The worn-out lady stared into space, her features creased by time’s relentless march to its end; she simply remained seated within the park’s grassy expanse, her eyes focused intently upon the faraway horizon line, motionless as could be.","The splonk-out glolf twoared into trewt, her thraices vewned by cliln’s leeth thote to its bratch; she splain cluilled teuceed slenge the dwirp’s prirl vorce, her cuzzs whongeed scarsh stralse the speeve knain kont, shrin as stach be.",3.8614047,6.629363,6.629363,"[""end;"", ""expanse,"", ""motionless"", ""space,"", ""could"", ""upon"", ""creased"", ""park\u2019s"", ""worn-out"", ""seated"", ""focused"", ""remained"", ""stared"", ""lady"", ""relentless"", ""intently"", ""features"", ""march"", ""simply"", ""eyes"", ""within"", ""grassy"", ""time\u2019s"", ""line,"", ""faraway""]","[15, 24, 34, 5, 36, 29, 8, 22, 1, 19, 27, 18, 3, 2, 11, 28, 7, 12, 17, 26, 20, 23, 10, 33, 31]","[5.16126, 4.234422, 3.454084, 2.689898, 2.182906, 1.704463, 1.635626, 1.49758, 1.242188, 1.096469, 1.048488, 0.980519, 0.94734, 0.907622, 0.868666, 0.833137, 0.825284, 0.82165, 0.846748, 0.920073, 0.999325, 1.05083, 1.816718, 1.996451, 0.984494]","[1.468103, 0.926838, 0.780338, 0.764186, 0.506992, 0.478443, 0.068838, 0.138046, 0.255392, 0.145718, 0.047981, 0.067969, 0.033179, 0.039718, 0.038955, 0.035529, 0.007853, 0.003634, -0.025098, -0.073325, -0.079252, -0.051505, -0.765887, -0.179733, 1.011956]",5,"[""end;"", ""expanse,"", ""motionless"", ""space,"", ""could""]","[15, 24, 34, 5, 36]",10,"[""end;"", ""expanse,"", ""motionless"", ""space,"", ""could"", ""upon"", ""creased"", ""park\u2019s"", ""worn-out"", ""seated""]","[15, 24, 34, 5, 36, 29, 8, 22, 1, 19]"
This long-standing ancient civilization thrived over time; its technological advancements led to their dominance on the world stage.,civilization,0.260463487,2.052631579,5.368421053,3,34219.96491,This long-standing ancient civilization thrived over time; its technological advancements led to their dominance on the world stage.,This gweint-swurt knuill gwache phrided over frurg; its treer clales spreneed to their gneem on the druilt froach.,4.2379756,4.608151,4.608151,"[""led"", ""stage."", ""thrived"", ""advancements"", ""dominance"", ""technological"", ""ancient"", ""world"", ""time;"", ""long-standing""]","[10, 17, 4, 9, 13, 8, 2, 16, 6, 1]","[3.784914, 3.041096, 3.097776, 2.82768, 2.925362, 2.794411, 2.307027, 2.132461, 2.408668, 2.413663]","[0.823237, 0.743818, -0.05668, 0.270096, -0.097682, 0.130952, 0.487383, 0.174566, -0.276207, -0.004994]",2,"[""led"", ""stage.""]","[10, 17]",4,"[""led"", ""stage."", ""thrived"", ""advancements""]","[10, 17, 4, 9]"
This novel held my complete attention from beginning to end; so much that I felt compelled to put the story aside until the very last moment to continue reading.,reading,0.587438057,2.298245614,7.771929825,28,46992.40351,This novel held my complete attention from beginning to end; so much that I felt compelled to put the story aside until the very last moment to continue reading.,This croosh spephed my teeve skause from thwieing to dwir; so wrof that I clourse knongled to strimp the geuth smape until the very gwoule splue to shauve kolf.,2.250907183,0.125397,0.125397,"[""continue"", ""much"", ""aside"", ""moment"", ""felt"", ""story"", ""last"", ""beginning"", ""complete"", ""attention"", ""held"", ""compelled"", ""put"", ""novel"", ""end;""]","[27, 11, 20, 25, 14, 19, 24, 7, 4, 5, 2, 15, 17, 1, 9]","[0.096652, 0.081715, 0.06596, 0.056566, 0.051768, 0.048273, 0.046688, 0.04457, 0.043874, 0.042554, 0.037662, 0.037589, 0.040124, 0.046868, 0.066976]","[0.028745, 0.014937, 0.015755, 0.009394, 0.004798, 0.003496, 0.001584, 0.002118, 0.000696, 0.001321, 0.004892, 7.2e-05, -0.002534, -0.006744, -0.020109]",3,"[""continue"", ""much"", ""aside""]","[27, 11, 20]",6,"[""continue"", ""much"", ""aside"", ""moment"", ""felt"", ""story""]","[27, 11, 20, 25, 14, 19]"
"This novel kept my attention as if glued to its pages. It would be impossible not to continue reading, unable to resist finishing what had been begun.",reading,0.638990618,2.655172414,6.224137931,18,39175.62069,"This novel kept my attention as if glued to its pages. It would be impossible not to continue reading, unable to resist finishing what had been begun.","This phaunch nawked my bluge as if druilted to its splains. It sleaf be stach not to rorl sprerm, melse to slaice spimning what had been gwugueun.",1.476381898,4.722419,4.722419,"[""unable"", ""impossible"", ""pages."", ""continue"", ""begun."", ""novel"", ""attention"", ""resist"", ""finishing"", ""glued"", ""kept"", ""would""]","[19, 14, 10, 17, 26, 1, 4, 21, 22, 7, 2, 12]","[1.283762, 0.888643, 0.610244, 0.524033, 0.437157, 0.413328, 0.403322, 0.381185, 0.289701, 0.29353, 0.305494, 0.321956]","[3.438658, 0.395118, 0.2784, 0.08621, 0.086877, 0.023828, 0.010006, 0.022137, 0.091484, -0.003829, -0.011964, -0.016462]",2,"[""unable"", ""impossible""]","[19, 14]",5,"[""unable"", ""impossible"", ""pages."", ""continue"", ""begun.""]","[19, 14, 10, 17, 26]"
"This painter crafted a striking piece featuring an expansive landscape filled with vivid hues that were applied vigorously. These colors effortlessly flowed into one another, lending it a feeling of  depth and motion.",landscape,0.332320417,2.06779661,8.186440678,9,39063.30508,"This painter crafted a striking piece featuring an expansive landscape filled with vivid hues that were applied vigorously. These colors effortlessly flowed into one another, lending it a feeling of  depth and motion.","This vautch raulted a psev anse wrieceing an plaif knorn snoached with snish shreltes that were gholled knurf. These splikes fusp stoled into flerge iche, torgueing it a strealt of gherp and zimn.",3.6288438,7.91085,7.91085,"[""filled"", ""colors"", ""vigorously."", ""depth"", ""applied"", ""one"", ""motion."", ""feeling"", ""featuring"", ""painter"", ""flowed"", ""another,"", ""expansive"", ""striking"", ""vivid"", ""lending"", ""effortlessly"", ""hues"", ""piece"", ""crafted""]","[10, 19, 17, 30, 16, 23, 32, 28, 6, 1, 21, 24, 8, 4, 12, 25, 20, 13, 5, 2]","[5.27495, 4.32623, 3.635816, 3.246993, 3.08037, 2.924987, 2.895997, 2.788564, 2.953909, 2.789868, 2.831512, 2.860064, 3.193806, 2.576946, 2.209977, 2.071447, 2.08656, 2.155317, 2.360858, 2.4134]","[2.6359, 0.94872, 0.690414, 0.388823, 0.166622, 0.155383, 0.02899, 0.107433, -0.165345, 0.164041, -0.041644, -0.028552, -0.333742, 0.616859, 0.366969, 0.13853, -0.015113, -0.068757, -0.205541, -0.052542]",4,"[""filled"", ""colors"", ""vigorously."", ""depth""]","[10, 19, 17, 30]",8,"[""filled"", ""colors"", ""vigorously."", ""depth"", ""applied"", ""one"", ""motion."", ""feeling""]","[10, 19, 17, 30, 16, 23, 32, 28]"
"Though his technique was sure, he couldn't quite get his art to the desired level of completion. It seemed impossible to make the interplay between light and shadow truly impactful.",shadow,0.361402675,2.8,6.833333333,27,33176.88333,"Though his technique was sure, he couldn't quite get his art to the desired level of completion. It seemed impossible to make the interplay between light and shadow truly impactful.","Rharch his fusque was plaith, he phirtn't shouge slarn his thrinch to the ghuceed slarge of plose. It twisqueed driel to kniss the drek between wunge and zolve zogue simn.",0.59874165,6.910916,6.910916,"[""truly"", ""quite"", ""level"", ""sure,"", ""couldn't"", ""get"", ""Though"", ""technique"", ""desired"", ""seemed"", ""art"", ""interplay"", ""impossible"", ""light"", ""make"", ""completion."", ""impactful.""]","[28, 7, 14, 4, 6, 8, 0, 2, 13, 18, 10, 23, 19, 25, 21, 16, 29]","[0.693408, 0.279232, 0.231236, 0.199682, 0.171551, 0.12525, 0.134701, 0.138072, 0.19032, 0.277442, 0.369307, 1.003891, 2.780107, 2.758933, 1.671525, 1.58943, 1.754719]","[6.217508, 0.414176, 0.047996, 0.031554, 0.028131, 0.046301, -0.009451, -0.00337, -0.052249, -0.087121, -0.091865, -0.634584, -1.776216, 0.021174, 1.087408, 0.082096, -0.165289]",3,"[""truly"", ""quite"", ""level""]","[28, 7, 14]",7,"[""truly"", ""quite"", ""level"", ""sure,"", ""couldn't"", ""get"", ""Though""]","[28, 7, 14, 4, 6, 8, 0]"
"Unmoved by substantial proof of wrongdoing, the defendant remained steadfastly convinced of his own purity. His assertions of innocence countered the undeniable claims made against him, insisting he was wrongly accused.",defendant,0.337117393,2.410714286,6.767857143,7,35706.51786,"Unmoved by substantial proof of wrongdoing, the defendant remained steadfastly convinced of his own purity. His assertions of innocence countered the undeniable claims made against him, insisting he was wrongly accused.","Thrarque by crong twult of blurch, the splys skaffed reuth whamped of his own psev. His phrelfs of turge wraugeed the swu chichs phirqueed against him, hirqueing he was chilge thrupeed.",6.1473145,7.660056,7.660056,"[""steadfastly"", ""purity."", ""innocence"", ""remained"", ""undeniable"", ""countered"", ""Unmoved"", ""proof"", ""insisting"", ""made"", ""substantial"", ""wrongly"", ""assertions"", ""wrongdoing,"", ""claims"", ""convinced"", ""accused.""]","[9, 14, 18, 8, 21, 19, 0, 3, 26, 23, 2, 29, 16, 5, 22, 10, 30]","[6.797336, 5.537526, 5.037565, 4.563868, 4.266703, 4.197089, 4.12197, 4.11288, 4.153459, 4.21741, 4.293169, 4.380023, 4.526511, 4.487718, 4.460497, 4.668737, 4.830528]","[0.86272, 1.25981, 0.49996, 0.473698, 0.297164, 0.069614, 0.075119, 0.009089, -0.040579, -0.063951, -0.07576, -0.086854, -0.146488, 0.038794, 0.027221, -0.20824, -0.161791]",3,"[""steadfastly"", ""purity."", ""innocence""]","[9, 14, 18]",7,"[""steadfastly"", ""purity."", ""innocence"", ""remained"", ""undeniable"", ""countered"", ""Unmoved""]","[9, 14, 18, 8, 21, 19, 0]"
"Using strong brushstrokes, the artist vividly captured a scenic landscape that was filled with bright hues. Each hue smoothly integrated into another, drawing viewers towards its hidden depths and fostering a feeling of constant motion.",landscape,0.368239091,2.344262295,8.147540984,9,35172.96721,"Using strong brushstrokes, the artist vividly captured a scenic landscape that was filled with bright hues. Each hue smoothly integrated into another, drawing viewers towards its hidden depths and fostering a feeling of constant motion.","Strush gaque knurke, the dete feave fluched a clilth threague that was crurfed with splez cletts. Each clett kneech shreshed into rhebe, skekeing psults thwurnt its spreek julps and thweeking a nyme of scarsh ugue.",2.0965557,6.890521,6.890521,"[""drawing"", ""filled"", ""fostering"", ""smoothly"", ""hidden"", ""bright"", ""integrated"", ""depths"", ""Using"", ""strong"", ""feeling"", ""constant"", ""motion."", ""vividly"", ""hue"", ""hues."", ""brushstrokes,"", ""captured"", ""artist"", ""towards"", ""viewers"", ""another,"", ""scenic""]","[22, 12, 29, 18, 26, 14, 19, 27, 0, 1, 31, 33, 34, 5, 17, 15, 2, 6, 4, 24, 23, 21, 8]","[5.410573, 3.981772, 3.092056, 2.157022, 1.792044, 1.793162, 1.653023, 1.80157, 1.780103, 1.638093, 2.13276, 2.396442, 2.470287, 2.692215, 3.22033, 3.478053, 3.667218, 3.453191, 3.376125, 3.392456, 3.48703, 3.387858, 3.300584]","[1.479948, 1.428801, 0.889716, 0.935034, 0.364978, -0.001118, 0.140139, -0.148547, 0.021466, 0.142011, -0.494667, -0.263682, -0.073845, -0.221928, -0.528115, -0.257723, -0.189165, 0.214027, 0.077066, -0.016331, -0.094574, 0.099172, 0.087275]",5,"[""drawing"", ""filled"", ""fostering"", ""smoothly"", ""hidden""]","[22, 12, 29, 18, 26]",9,"[""drawing"", ""filled"", ""fostering"", ""smoothly"", ""hidden"", ""bright"", ""integrated"", ""depths"", ""Using""]","[22, 12, 29, 18, 26, 14, 19, 27, 0]"
